index,cameraName,cameraIndexCode,gbIndexCode,channelNo,hlsUrl
159,中电22号楼东北朝南,316606a8706d402ea41961fceffe4565,42011101581314000226,4,http://111.4.138.205:18080/hls/316606a8706d402ea41961fceffe4565/index.m3u8
160,中电客流1号门进,91f0cc91d8ad420d81fb45d9c58571bc,42011101581314000225,14,http://111.4.138.205:18080/hls/91f0cc91d8ad420d81fb45d9c58571bc/index.m3u8
161,中电进出口3号门,ab7e4fd260984a558f43ab6b0030b920,42011101581314000224,15,http://111.4.138.205:18080/hls/ab7e4fd260984a558f43ab6b0030b920/index.m3u8
162,中电8号楼东南朝东,56b4908a8df743899ebb63b136dc0dbe,42011101581314000223,37,http://111.4.138.205:18080/hls/56b4908a8df743899ebb63b136dc0dbe/index.m3u8
163,中电13号楼北朝南,bdf18db8aa104b59b4fd2164e81ba8b1,42011101581314000222,38,http://111.4.138.205:18080/hls/bdf18db8aa104b59b4fd2164e81ba8b1/index.m3u8
164,中电客流3号门进,ad46657c253945f99803853faf354888,42011101581314000221,72,http://111.4.138.205:18080/hls/ad46657c253945f99803853faf354888/index.m3u8
165,中电展厅北朝南,7becab4e7e2b4ea0a8a8a2f35eaf7dc8,42011101581314000220,76,http://111.4.138.205:18080/hls/7becab4e7e2b4ea0a8a8a2f35eaf7dc8/index.m3u8
166,中电鹰眼,881ae8fd9d21421d8cbc137d129752b2,42011101581314000219,94,http://111.4.138.205:18080/hls/881ae8fd9d21421d8cbc137d129752b2/index.m3u8
167,中电消控室2,acb688c77372441b9f47214c6b287fc7,42011101581314000218,102,http://111.4.138.205:18080/hls/acb688c77372441b9f47214c6b287fc7/index.m3u8
168,中电消控室1,f1a563d9d7b14025a2955f281914f67b,42011101581314000217,103,http://111.4.138.205:18080/hls/f1a563d9d7b14025a2955f281914f67b/index.m3u8
169,洛阳CEC信息港_DigitChan_9,dc5f7453c5d940118813d253a35fd1d3,42011101581314000212,9,http://111.4.138.205:18080/hls/dc5f7453c5d940118813d253a35fd1d3/index.m3u8
170,东大门---东,8c87fe5e06f64b6ea312cb7146747a04,42011101581314000211,12,http://111.4.138.205:18080/hls/8c87fe5e06f64b6ea312cb7146747a04/index.m3u8
171,物业大厅西南角,e9a84be79c4c4281a300d0bafa2c9eec,42011101581314000210,27,http://111.4.138.205:18080/hls/e9a84be79c4c4281a300d0bafa2c9eec/index.m3u8
172,监控室 东,b13f654218df4667b32001408ea68955,42011101581314000209,29,http://111.4.138.205:18080/hls/b13f654218df4667b32001408ea68955/index.m3u8
173,监控室--西,f87133a68ef24621b3b14e5351181e8f,42011101581314000208,31,http://111.4.138.205:18080/hls/f87133a68ef24621b3b14e5351181e8f/index.m3u8
174,南大门前门岗,2c44d92fbbdd4fa9b3e81ac81ca889c6,42011101581314000207,38,http://111.4.138.205:18080/hls/2c44d92fbbdd4fa9b3e81ac81ca889c6/index.m3u8
175,A7一楼电梯厅,54fe49c1487f4f8a87a2136506730499,42011101581314000206,39,http://111.4.138.205:18080/hls/54fe49c1487f4f8a87a2136506730499/index.m3u8
176,1F-前台侧（左）,2a2455c4c35c4b4598508bd76a8cbcf5,42011101581314000205,26,http://111.4.138.205:18080/hls/2a2455c4c35c4b4598508bd76a8cbcf5/index.m3u8
177,1F-大堂2（左）,74df050b6cb340888d07cd4e4dac180d,42011101581314000204,29,http://111.4.138.205:18080/hls/74df050b6cb340888d07cd4e4dac180d/index.m3u8
178,1F-大堂1号（右）,916e457337f946af8117901b03fb411e,42011101581314000203,34,http://111.4.138.205:18080/hls/916e457337f946af8117901b03fb411e/index.m3u8
179,1F-大堂1（左）,c526566d94bc4957b6ed882fdc496a07,42011101581314000202,37,http://111.4.138.205:18080/hls/c526566d94bc4957b6ed882fdc496a07/index.m3u8
180,1F -物业大厅左,99640f6e28c84eafb95323dd128ac59a,42011101581314000201,42,http://111.4.138.205:18080/hls/99640f6e28c84eafb95323dd128ac59a/index.m3u8
181,鹰眼云台,783255bbb38441acab268ca17c76569e,42011101581314000001,62,http://111.4.138.205:18080/hls/783255bbb38441acab268ca17c76569e/index.m3u8
182,C3调度中心,60bd4f6a463440e08c84fe46ea1f2789,42011101581314000002,61,http://111.4.138.205:18080/hls/60bd4f6a463440e08c84fe46ea1f2789/index.m3u8
183,6号工坊1层大门中部东向摄像机,9c1e43a1d82442e0b45c4df1d4ba6f01,42011101581314000126,61,http://111.4.138.205:18080/hls/9c1e43a1d82442e0b45c4df1d4ba6f01/index.m3u8
184,2号高层地库电梯出口,d373510bb1ac4f4da8a1ad094aef400b,42011101581314000127,28,http://111.4.138.205:18080/hls/d373510bb1ac4f4da8a1ad094aef400b/index.m3u8
185,3号高层－1F电梯出口,5681ef42f80f4da2b7836cc94b89fa00,42011101581314000128,29,http://111.4.138.205:18080/hls/5681ef42f80f4da2b7836cc94b89fa00/index.m3u8
186,3号高层1层大门中部东向摄像头,7fab56310da54791bf1d46e1eb2dbc03,42011101581314000129,30,http://111.4.138.205:18080/hls/7fab56310da54791bf1d46e1eb2dbc03/index.m3u8
187,4号高层－1F电梯出口,39de4e19b1304047ac6f7f02299fc8db,42011101581314000130,31,http://111.4.138.205:18080/hls/39de4e19b1304047ac6f7f02299fc8db/index.m3u8
188,5高-1F地库电梯出口,ef35b7b55bab424b8373b14f996bb219,42011101581314000132,33,http://111.4.138.205:18080/hls/ef35b7b55bab424b8373b14f996bb219/index.m3u8
189,5号高层1层大门中部东向摄像机,350c397cf906477789b6ed04885ebc81,42011101581314000133,34,http://111.4.138.205:18080/hls/350c397cf906477789b6ed04885ebc81/index.m3u8
190,6号高层1层大门中部东向摄像机,03a239c37e6f4def8bae2f02f6f3b8bc,42011101581314000134,35,http://111.4.138.205:18080/hls/03a239c37e6f4def8bae2f02f6f3b8bc/index.m3u8
191,6号高层-1F电梯出口,1ac70ad651db41f5892f8c8157f11a94,42011101581314000135,36,http://111.4.138.205:18080/hls/1ac70ad651db41f5892f8c8157f11a94/index.m3u8
192,7号高楼－1F电梯出口,dce3deb0963e447aa39616f2857a4953,42011101581314000136,37,http://111.4.138.205:18080/hls/dce3deb0963e447aa39616f2857a4953/index.m3u8
193,7号高层1层大门中部西向摄像机,1f7b4680ca41492b9f5f47e670b82ba7,42011101581314000137,38,http://111.4.138.205:18080/hls/1f7b4680ca41492b9f5f47e670b82ba7/index.m3u8
194,8号高层－1F电梯出口,ebd5721ae7c444a093080b3045929e0f,42011101581314000138,39,http://111.4.138.205:18080/hls/ebd5721ae7c444a093080b3045929e0f/index.m3u8
195,8号高层1层大门中部东向摄像机,a2f031610f1146b98a04656a5acbce7b,42011101581314000139,40,http://111.4.138.205:18080/hls/a2f031610f1146b98a04656a5acbce7b/index.m3u8
196,9号高层－1F电梯出口,fa66c57c43464ee1b024e16123bd5eab,42011101581314000140,41,http://111.4.138.205:18080/hls/fa66c57c43464ee1b024e16123bd5eab/index.m3u8
197,9号高层1层大门中部西向摄像机,87386692bf5b4562b90ddbd66edd6582,42011101581314000141,42,http://111.4.138.205:18080/hls/87386692bf5b4562b90ddbd66edd6582/index.m3u8
198,10号高层－1F电梯出口,fc08657846c547f38cf6fa4a71216f60,42011101581314000142,43,http://111.4.138.205:18080/hls/fc08657846c547f38cf6fa4a71216f60/index.m3u8
199,10号高层1层大门中部东向摄像机,08f09b50084b4cf09bada0a66d937c0c,42011101581314000143,44,http://111.4.138.205:18080/hls/08f09b50084b4cf09bada0a66d937c0c/index.m3u8
200,11号高层－1F电梯出口,c8141f01221d4443b9c81adac91052a7,42011101581314000144,45,http://111.4.138.205:18080/hls/c8141f01221d4443b9c81adac91052a7/index.m3u8
201,11号高层1层大门中部南向摄像,beee6750f8cb4d6c90550b52f0531d7d,42011101581314000145,46,http://111.4.138.205:18080/hls/beee6750f8cb4d6c90550b52f0531d7d/index.m3u8
202,2号工坊1层大门中部西向摄像机,74ef835e09214694a31db6d55b93979f,42011101581314000146,47,http://111.4.138.205:18080/hls/74ef835e09214694a31db6d55b93979f/index.m3u8
203,2号工坊－1F电梯出口,ecfba2f6eb714ecfa1ce623357b13120,42011101581314000147,48,http://111.4.138.205:18080/hls/ecfba2f6eb714ecfa1ce623357b13120/index.m3u8
204,3号工坊1层大门中部南向摄像机,7c8c082dc02647398262ad0cdfc1cfd9,42011101581314000148,49,http://111.4.138.205:18080/hls/7c8c082dc02647398262ad0cdfc1cfd9/index.m3u8
205,3号工坊－1F电梯出口,2eda64da107f42a5b7a465fa8d9a183a,42011101581314000149,50,http://111.4.138.205:18080/hls/2eda64da107f42a5b7a465fa8d9a183a/index.m3u8
206,2#水泵房东面墙西向摄像头,12c885ab7d60423ca6c973c2fe496e8d,42011101581314000150,51,http://111.4.138.205:18080/hls/12c885ab7d60423ca6c973c2fe496e8d/index.m3u8
207,4号工坊1层大门中部南向摄像机,784c4d712bd348009f5246702ef00f82,42011101581314000151,52,http://111.4.138.205:18080/hls/784c4d712bd348009f5246702ef00f82/index.m3u8
208,5号工坊－1F电梯出口,f2e6f7d28c33499d99e4534d0f30af6b,42011101581314000152,53,http://111.4.138.205:18080/hls/f2e6f7d28c33499d99e4534d0f30af6b/index.m3u8
209,7坊负一楼电梯前室,883a1d748f30418a8aa6f6f086f5d59e,42011101581314000153,54,http://111.4.138.205:18080/hls/883a1d748f30418a8aa6f6f086f5d59e/index.m3u8
210,7号工坊1层大门中部西向摄像机,ebfdd1d0ba1b4c69b2c5e91a4dadc792,42011101581314000154,55,http://111.4.138.205:18080/hls/ebfdd1d0ba1b4c69b2c5e91a4dadc792/index.m3u8
211,8坊负一层电梯前室,b66c7f3c4dc74793af31ed8bbaa433d3,42011101581314000155,56,http://111.4.138.205:18080/hls/b66c7f3c4dc74793af31ed8bbaa433d3/index.m3u8
212,8号工坊1层大门中部南向摄像机,ccc0172840774a09a32bad2917137203,42011101581314000156,57,http://111.4.138.205:18080/hls/ccc0172840774a09a32bad2917137203/index.m3u8
213,9号工坊1层大门中部,150e753954bc48498ff00609bc3ea174,42011101581314000157,58,http://111.4.138.205:18080/hls/150e753954bc48498ff00609bc3ea174/index.m3u8
214,10号工坊1层大门中部东向摄像头,97971bfbed0748d993c4ec6fd37c0326,42011101581314000158,59,http://111.4.138.205:18080/hls/97971bfbed0748d993c4ec6fd37c0326/index.m3u8
215,11号工坊1层大门中部西向摄像头,8ef4940e4f4147e1a058b23c78062602,42011101581314000159,60,http://111.4.138.205:18080/hls/8ef4940e4f4147e1a058b23c78062602/index.m3u8
216,A8大厅内侧,d240968ac8a943a1931708008b31267e,42011101581314000003,51,http://111.4.138.205:18080/hls/d240968ac8a943a1931708008b31267e/index.m3u8
217,A9大厅内侧,ef65f470e4d54e3cbee845dcd04a61eb,42011101581314000004,52,http://111.4.138.205:18080/hls/ef65f470e4d54e3cbee845dcd04a61eb/index.m3u8
218,A11大厅内侧,067b8c9c00204ece8516e8e246046dd9,42011101581314000005,53,http://111.4.138.205:18080/hls/067b8c9c00204ece8516e8e246046dd9/index.m3u8
219,c3通道,fbcd27ed441e444f89c8895dbc6c91b5,42011101581314000006,54,http://111.4.138.205:18080/hls/fbcd27ed441e444f89c8895dbc6c91b5/index.m3u8
220,F2南门内,f0f7cfac606644e3b0806859e7b54588,42011101581314000007,55,http://111.4.138.205:18080/hls/f0f7cfac606644e3b0806859e7b54588/index.m3u8
221,F3门岗,720db826b05a41e0a16bb9a851b008da,42011101581314000008,56,http://111.4.138.205:18080/hls/720db826b05a41e0a16bb9a851b008da/index.m3u8
222,中E1大厅内,7050161315d44632b2a8de0aa4952cc9,42011101581314000009,57,http://111.4.138.205:18080/hls/7050161315d44632b2a8de0aa4952cc9/index.m3u8
223,E2大厅内,3d5fab168cbd48c7bb6bd571c3a6299e,42011101581314000010,58,http://111.4.138.205:18080/hls/3d5fab168cbd48c7bb6bd571c3a6299e/index.m3u8
224,E4大厅内,73dd8fca84724238bd4ebbf7ac2a748d,42011101581314000011,59,http://111.4.138.205:18080/hls/73dd8fca84724238bd4ebbf7ac2a748d/index.m3u8
225,E5大厅内,70cdac9deeae4e4a823a1aa6278dd02a,42011101581314000012,60,http://111.4.138.205:18080/hls/70cdac9deeae4e4a823a1aa6278dd02a/index.m3u8
226,1号高层内部西南角东北向,97ea7da94f72416eb369216fba863b4a,42011101581314000160,26,http://111.4.138.205:18080/hls/97ea7da94f72416eb369216fba863b4a/index.m3u8
227,1高-1楼地库电梯出口,0301c8dfc18340c094a3a40b327ea6f7,42011101581314000161,27,http://111.4.138.205:18080/hls/0301c8dfc18340c094a3a40b327ea6f7/index.m3u8
228,1-5配电房南面墙中部北,2f3a6a1f72a0449d9ff6f59687053b4b,42011101581314000162,24,http://111.4.138.205:18080/hls/2f3a6a1f72a0449d9ff6f59687053b4b/index.m3u8
229,1-5配电房南面墙西部北,07a818db91804365b84ea1df58c73d9e,42011101581314000163,25,http://111.4.138.205:18080/hls/07a818db91804365b84ea1df58c73d9e/index.m3u8
230,2#水泵房东南角北向摄像头,2d41719b28d54d1891f212c32ffaff0e,42011101581314000164,23,http://111.4.138.205:18080/hls/2d41719b28d54d1891f212c32ffaff0e/index.m3u8
231,9号高层1楼监控室南墙北向摄像头,0311895a179a4ea4b80a287ff8199c57,42011101581314000165,21,http://111.4.138.205:18080/hls/0311895a179a4ea4b80a287ff8199c57/index.m3u8
232,9高监控室大门,7535424438bd4456a900c1aa925dcd2e,42011101581314000166,22,http://111.4.138.205:18080/hls/7535424438bd4456a900c1aa925dcd2e/index.m3u8
233,6高3楼办公大厅,de9539591089493c8aab13f893a115ce,42011101581314000167,17,http://111.4.138.205:18080/hls/de9539591089493c8aab13f893a115ce/index.m3u8
234,6高三楼前厅,ae908228cc1a447c985cefe936f031ae,42011101581314000168,18,http://111.4.138.205:18080/hls/ae908228cc1a447c985cefe936f031ae/index.m3u8
235,1#水泵房东侧西向,6e405308a55b4932a22cc5de87f525b2,42011101581314000169,19,http://111.4.138.205:18080/hls/6e405308a55b4932a22cc5de87f525b2/index.m3u8
236,2-3配电房西墙北部东向,541b170556c84a60a370b83cb78d5c0b,42011101581314000170,20,http://111.4.138.205:18080/hls/541b170556c84a60a370b83cb78d5c0b/index.m3u8
237,b22水泵房,3c0d03a7050d4d61a15b9f5d42de017f,42011101581314000077,1,http://111.4.138.205:18080/hls/3c0d03a7050d4d61a15b9f5d42de017f/index.m3u8
238,b22水泵房2,c1354af45ee9464190f499529e0892e1,42011101581314000078,2,http://111.4.138.205:18080/hls/c1354af45ee9464190f499529e0892e1/index.m3u8
239,b22配电房1,c72390402e594cf6822bd291b59533d5,42011101581314000079,3,http://111.4.138.205:18080/hls/c72390402e594cf6822bd291b59533d5/index.m3u8
240,b22配电房2,ed57a5c692ef4723acee2b67a11cd48c,42011101581314000080,4,http://111.4.138.205:18080/hls/ed57a5c692ef4723acee2b67a11cd48c/index.m3u8
241,b18配电房1,1644cbaba6f9452bbfc80e56e6abf691,42011101581314000081,5,http://111.4.138.205:18080/hls/1644cbaba6f9452bbfc80e56e6abf691/index.m3u8
242,b18配电房2,9aa86c01a98e4926bbade7bb4ed87084,42011101581314000082,6,http://111.4.138.205:18080/hls/9aa86c01a98e4926bbade7bb4ed87084/index.m3u8
243,b18水泵房2,50d2a313f58c460182502664b1bb81db,42011101581314000083,7,http://111.4.138.205:18080/hls/50d2a313f58c460182502664b1bb81db/index.m3u8
244,b18水泵房2,7d4ceac6591f4bc6af6728009e196a0c,42011101581314000084,8,http://111.4.138.205:18080/hls/7d4ceac6591f4bc6af6728009e196a0c/index.m3u8
245,b5配电房1,e46480c43df24c0e8e6d14d1bdb841c7,42011101581314000085,9,http://111.4.138.205:18080/hls/e46480c43df24c0e8e6d14d1bdb841c7/index.m3u8
246,b5配电房2,b733d80ad8bf4f6f831c229d57cd0c02,42011101581314000086,10,http://111.4.138.205:18080/hls/b733d80ad8bf4f6f831c229d57cd0c02/index.m3u8
247,b5水泵房1,5610ad64663f4c05bcf61bfa064eb32d,42011101581314000087,11,http://111.4.138.205:18080/hls/5610ad64663f4c05bcf61bfa064eb32d/index.m3u8
248,b5水泵房2,aff14fc046c64aa38a1135fb676190e1,42011101581314000088,12,http://111.4.138.205:18080/hls/aff14fc046c64aa38a1135fb676190e1/index.m3u8
249,b4消防泵房1,961199dad8954696a0f6b9450dfa5c8b,42011101581314000089,13,http://111.4.138.205:18080/hls/961199dad8954696a0f6b9450dfa5c8b/index.m3u8
250,b4消防泵房2,f79f97b87c5d4d738fa405c5005d29ef,42011101581314000090,14,http://111.4.138.205:18080/hls/f79f97b87c5d4d738fa405c5005d29ef/index.m3u8
251,b4配电房1,e6b7ffd0e46a4d59a4078e330942144c,42011101581314000091,15,http://111.4.138.205:18080/hls/e6b7ffd0e46a4d59a4078e330942144c/index.m3u8
252,b4配电房2,083ee28ce8964c4daa66b031c75fe115,42011101581314000092,16,http://111.4.138.205:18080/hls/083ee28ce8964c4daa66b031c75fe115/index.m3u8
253,b2配电房1,ee07b2dda0d44445ab85034fb1938847,42011101581314000093,17,http://111.4.138.205:18080/hls/ee07b2dda0d44445ab85034fb1938847/index.m3u8
254,b2配电房2,c33c794ebc1d46139ea73f9d2fcdd2ba,42011101581314000094,18,http://111.4.138.205:18080/hls/c33c794ebc1d46139ea73f9d2fcdd2ba/index.m3u8
255,b7配电房1,7003893ace524a1488f5c72baf823a91,42011101581314000095,19,http://111.4.138.205:18080/hls/7003893ace524a1488f5c72baf823a91/index.m3u8
256,b7配电房2,e071cf9fae9b4d598334e352b3208fb9,42011101581314000096,20,http://111.4.138.205:18080/hls/e071cf9fae9b4d598334e352b3208fb9/index.m3u8
257,b7水泵房2,8968b652116448238717eb0f67c575b4,42011101581314000097,21,http://111.4.138.205:18080/hls/8968b652116448238717eb0f67c575b4/index.m3u8
258,b7水泵房1,a9d33c7af755445ea156f46736a8476e,42011101581314000098,22,http://111.4.138.205:18080/hls/a9d33c7af755445ea156f46736a8476e/index.m3u8
259,b27配电房2,fa408570c09e4a46a3466746277559cb,42011101581314000099,23,http://111.4.138.205:18080/hls/fa408570c09e4a46a3466746277559cb/index.m3u8
260,b27配电房1,a48a25069e4447e8b0ed395691da89bf,42011101581314000100,24,http://111.4.138.205:18080/hls/a48a25069e4447e8b0ed395691da89bf/index.m3u8
261,b27消防泵房1,37c216a9a7584fbea9237d39a96a8889,42011101581314000101,25,http://111.4.138.205:18080/hls/37c216a9a7584fbea9237d39a96a8889/index.m3u8
262,b27消防泵房2,76dff5e538174946a4cd9dea1d90580b,42011101581314000102,26,http://111.4.138.205:18080/hls/76dff5e538174946a4cd9dea1d90580b/index.m3u8
263,b26配电房2,b43a1f6fb4634945a31bdcd0f8cce070,42011101581314000103,27,http://111.4.138.205:18080/hls/b43a1f6fb4634945a31bdcd0f8cce070/index.m3u8
264,b26配电房1,cb2c950275e74fad97a3d064d451a674,42011101581314000104,28,http://111.4.138.205:18080/hls/cb2c950275e74fad97a3d064d451a674/index.m3u8
265,a4水泵房1,0b61b495ea00479dbfe1b9f7831bacb7,42011101581314000105,29,http://111.4.138.205:18080/hls/0b61b495ea00479dbfe1b9f7831bacb7/index.m3u8
266,a4水泵房2,83947c3fff4743dab1ff1bcb0563a821,42011101581314000106,30,http://111.4.138.205:18080/hls/83947c3fff4743dab1ff1bcb0563a821/index.m3u8
267,a4配电房1,a4440dae874644688dbf3344e87545ce,42011101581314000107,31,http://111.4.138.205:18080/hls/a4440dae874644688dbf3344e87545ce/index.m3u8
268,a4配电房2,f018298af27948cfb95ff02cfdd230f3,42011101581314000108,32,http://111.4.138.205:18080/hls/f018298af27948cfb95ff02cfdd230f3/index.m3u8
269,a3水泵房1,41a373e7533a400ebd72cf2d2a22f487,42011101581314000109,33,http://111.4.138.205:18080/hls/41a373e7533a400ebd72cf2d2a22f487/index.m3u8
270,a3水泵房2,d4cbef188df9488d9d8b68cfcb054802,42011101581314000110,34,http://111.4.138.205:18080/hls/d4cbef188df9488d9d8b68cfcb054802/index.m3u8
271,a3配电房1,6c5ce27de569427f8ac2c0f30a54aa6f,42011101581314000111,35,http://111.4.138.205:18080/hls/6c5ce27de569427f8ac2c0f30a54aa6f/index.m3u8
272,a3配电房2,c8ce5bf664634003ade35b4371ebe8b6,42011101581314000112,36,http://111.4.138.205:18080/hls/c8ce5bf664634003ade35b4371ebe8b6/index.m3u8
273,a15配电房1,c847d60a48d545d7b9833b54ab622763,42011101581314000113,37,http://111.4.138.205:18080/hls/c847d60a48d545d7b9833b54ab622763/index.m3u8
274,a15配电房2,db1613d45be14547b0ccf0bfdba266ef,42011101581314000114,38,http://111.4.138.205:18080/hls/db1613d45be14547b0ccf0bfdba266ef/index.m3u8
275,a15水泵房1,b3ca41a018bf48ceb844a66bd634859f,42011101581314000115,39,http://111.4.138.205:18080/hls/b3ca41a018bf48ceb844a66bd634859f/index.m3u8
276,a15水泵房2,50ba76090c924e7daaaa581089f84e33,42011101581314000116,40,http://111.4.138.205:18080/hls/50ba76090c924e7daaaa581089f84e33/index.m3u8
277,b14水泵房1,f6650c49bfa04486b4f23fd59a9c1b0d,42011101581314000117,41,http://111.4.138.205:18080/hls/f6650c49bfa04486b4f23fd59a9c1b0d/index.m3u8
278,b14水泵房2,4fe1be7b8d9a418989378a83b93c6a69,42011101581314000118,42,http://111.4.138.205:18080/hls/4fe1be7b8d9a418989378a83b93c6a69/index.m3u8
279,a1配电房1,16b9e41e16864dc29e8958d8ab235205,42011101581314000119,43,http://111.4.138.205:18080/hls/16b9e41e16864dc29e8958d8ab235205/index.m3u8
280,a1配电房2,07ca22c2ac924a73990c39c982413009,42011101581314000120,44,http://111.4.138.205:18080/hls/07ca22c2ac924a73990c39c982413009/index.m3u8
281,a1消防泵房1,2aebe9fee4f4470c870c02862a59be94,42011101581314000121,45,http://111.4.138.205:18080/hls/2aebe9fee4f4470c870c02862a59be94/index.m3u8
282,a1消防泵房2,ab092ba1acc14c698891f4dda223e434,42011101581314000122,46,http://111.4.138.205:18080/hls/ab092ba1acc14c698891f4dda223e434/index.m3u8
283,办公室1,fae8f7a0af05483392a4eb891cb93648,42011101581314000123,47,http://111.4.138.205:18080/hls/fae8f7a0af05483392a4eb891cb93648/index.m3u8
284,办公室2,1e5a2d72834040fdb9fd802227ce8d3f,42011101581314000124,48,http://111.4.138.205:18080/hls/1e5a2d72834040fdb9fd802227ce8d3f/index.m3u8
285,监控中心,68758ee72d6e428baadd0b6adfd4f4c1,42011101581314000125,49,http://111.4.138.205:18080/hls/68758ee72d6e428baadd0b6adfd4f4c1/index.m3u8
286,南区消防泵房1,830eb6958ade47b89fef056245529605,42011101581314000013,1,http://111.4.138.205:18080/hls/830eb6958ade47b89fef056245529605/index.m3u8
287,南区消防泵房2,1034812e4fc8483a8f442f3294e9a516,42011101581314000014,2,http://111.4.138.205:18080/hls/1034812e4fc8483a8f442f3294e9a516/index.m3u8
288,南E区发电房1,2ec38379236349fd8c8239f488c2b542,42011101581314000015,3,http://111.4.138.205:18080/hls/2ec38379236349fd8c8239f488c2b542/index.m3u8
289,南E区3号配电房1,7280c63a806646b09cd3dede168b41ec,42011101581314000016,4,http://111.4.138.205:18080/hls/7280c63a806646b09cd3dede168b41ec/index.m3u8
290,南E区3号配电房2,b7ec2edccfa14bd08de85ebfa8f4d2c5,42011101581314000017,5,http://111.4.138.205:18080/hls/b7ec2edccfa14bd08de85ebfa8f4d2c5/index.m3u8
291,南E区1号配电房1,0a96114145a74f928c60a502c4335187,42011101581314000018,6,http://111.4.138.205:18080/hls/0a96114145a74f928c60a502c4335187/index.m3u8
292,F区消防泵房1,f98e490b9bbc47d5b15fb139004ee720,42011101581314000019,7,http://111.4.138.205:18080/hls/f98e490b9bbc47d5b15fb139004ee720/index.m3u8
293,F区消防泵房2,906412d0d17349db8acf82855ca53a8d,42011101581314000020,8,http://111.4.138.205:18080/hls/906412d0d17349db8acf82855ca53a8d/index.m3u8
294,F区1号水泵房1,ab46b20c37fe450ea59a00ddf4e0f4cd,42011101581314000021,9,http://111.4.138.205:18080/hls/ab46b20c37fe450ea59a00ddf4e0f4cd/index.m3u8
295,F区1号水泵房2,61a625edafe64f0c80871f0f8b025064,42011101581314000022,10,http://111.4.138.205:18080/hls/61a625edafe64f0c80871f0f8b025064/index.m3u8
296,F区1号配电房1,d5376e82690f484f8835a604ffb31278,42011101581314000023,11,http://111.4.138.205:18080/hls/d5376e82690f484f8835a604ffb31278/index.m3u8
297,F区1号配电房2,6abbba2c547248c3ad8a92bdf06546f6,42011101581314000024,12,http://111.4.138.205:18080/hls/6abbba2c547248c3ad8a92bdf06546f6/index.m3u8
298,F区3号配电房1,e7c290df8b6d4bf4b66f1d3976298505,42011101581314000025,13,http://111.4.138.205:18080/hls/e7c290df8b6d4bf4b66f1d3976298505/index.m3u8
299,F区3号配电房1,9c6909686a89446e870cc8ff1fbe0156,42011101581314000026,14,http://111.4.138.205:18080/hls/9c6909686a89446e870cc8ff1fbe0156/index.m3u8
300,F区2号配电房1,22f5a0971bc745af8acf1e92f2f09c5c,42011101581314000027,15,http://111.4.138.205:18080/hls/22f5a0971bc745af8acf1e92f2f09c5c/index.m3u8
301,F区2号配电房2,1244a4759e564ca0a514a4e1de238565,42011101581314000028,16,http://111.4.138.205:18080/hls/1244a4759e564ca0a514a4e1de238565/index.m3u8
302,F区2号配电房3,0901805ce6254125bf1f84872a488591,42011101581314000029,17,http://111.4.138.205:18080/hls/0901805ce6254125bf1f84872a488591/index.m3u8
303,F区2号水泵房1,9ffdb4774aed49caaeda17087ea2482f,42011101581314000030,18,http://111.4.138.205:18080/hls/9ffdb4774aed49caaeda17087ea2482f/index.m3u8
304,F区2号水泵房2,5fcd713e597f49f7bf0be2cd8738fe40,42011101581314000031,19,http://111.4.138.205:18080/hls/5fcd713e597f49f7bf0be2cd8738fe40/index.m3u8
305,F区5号配电房1,037ce40e5f954e33b2fb3d4fb344f999,42011101581314000032,20,http://111.4.138.205:18080/hls/037ce40e5f954e33b2fb3d4fb344f999/index.m3u8
306,F区5号配电房2,4b6dbf8d1e444e18a3479a68f02d71eb,42011101581314000033,21,http://111.4.138.205:18080/hls/4b6dbf8d1e444e18a3479a68f02d71eb/index.m3u8
307,F区4号配电房1,f78aa5f17b9c48c4aa20e0d319c9764c,42011101581314000034,22,http://111.4.138.205:18080/hls/f78aa5f17b9c48c4aa20e0d319c9764c/index.m3u8
308,F区4号配电房1,87a8a3a873e049e58b0bccb89ef1c290,42011101581314000035,23,http://111.4.138.205:18080/hls/87a8a3a873e049e58b0bccb89ef1c290/index.m3u8
309,F区6号配电房1,9b043c406cf846b19a6618c30110b3fc,42011101581314000036,24,http://111.4.138.205:18080/hls/9b043c406cf846b19a6618c30110b3fc/index.m3u8
310,F区6号配电房2,1be397fd52754d14b21fc686359da545,42011101581314000037,25,http://111.4.138.205:18080/hls/1be397fd52754d14b21fc686359da545/index.m3u8
311,A区水泵房,c7d274639f5b4662a493a0b970626cd0,42011101581314000038,26,http://111.4.138.205:18080/hls/c7d274639f5b4662a493a0b970626cd0/index.m3u8
312,A区配电房,f525db44aed6456c970030cf2f3ab762,42011101581314000039,27,http://111.4.138.205:18080/hls/f525db44aed6456c970030cf2f3ab762/index.m3u8
313,A区配电房2,597057f4852b4358bd977cbcf19672e6,42011101581314000040,28,http://111.4.138.205:18080/hls/597057f4852b4358bd977cbcf19672e6/index.m3u8
314,C座配电房,c62a720e6d8740b1a3aedf0f4560e5a5,42011101581314000041,29,http://111.4.138.205:18080/hls/c62a720e6d8740b1a3aedf0f4560e5a5/index.m3u8
315,C座配电房2,f16dda1bb14f499eb969f755e222e0fc,42011101581314000042,30,http://111.4.138.205:18080/hls/f16dda1bb14f499eb969f755e222e0fc/index.m3u8
